url,score
https://www.indeed.com/rc/clk?jk=f6eeb96ac7d1d712&fccid=bb5062f3f131bac4&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=1ac513638099b855&fccid=8e8916224c5a17da&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=618b772f5597e955&fccid=02027ade51527f42&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=e73d510a69ea7e61&fccid=dd616958bd9ddc12&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=3871b662bff6140b&fccid=db037f7557a1966e&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=d556c1f9455a1824&fccid=c2d1cc60056ede63&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=7491d58c72ae33b9&fccid=734cb5a01ee60f80&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=b28b16df5bf002ec&fccid=bc11c7f77a065fb8&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=f55fc2cfacf271ab&fccid=d072500b76ca23c2&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=a67dc19b30d6d381&fccid=db037f7557a1966e&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=1c9e2452d360cf1d&fccid=dd65ff8c995d54b5&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=20f3a91ea8c1b96c&fccid=3444e7c94299ba32&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=dce0563aadeb777f&fccid=ea6bb53f0b18b8f2&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=98c1588660aefd32&fccid=a969ea05fa3985d6&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=1ac513638099b855&fccid=8e8916224c5a17da&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=c2a0042b638b393f&fccid=73ceef0a2153d2b8&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=c40c241810f01d62&fccid=4584006ca4d46337&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=2418e6090694ba38&fccid=b9000713106856c4&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=b89478b0e30ecc94&fccid=a4b7e90c6a891db3&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=2d649141b1c9c039&fccid=863616e2a9258604&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=a9652c069b88be1c&fccid=6f6847537e41f2c6&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=6b03fb5821a9f988&fccid=56107a2157065d1b&vjs=3,14.29
https://www.indeed.com/rc/clk?jk=e576bb78057a10d8&fccid=6d4ef35f5fe8dab8&vjs=3,14.29
